name,size,vendor,description,buyPrice,msrp,departmentCode
Bathing suit,Small,Gucci,A Bathing suit by manufacturer Gucci,71.00,68.00,1001
Bathing suit,X-Large,Gucci,A Bathing suit by manufacturer Gucci,71.00,68.00,1001
Dress socks,Kids,Izod,A Dress socks by manufacturer Izod,93.00,89.00,1005
Dress socks,Large,Izod,A Dress socks by manufacturer Izod,93.00,89.00,1005
Dress socks,Medium,Izod,A Dress socks by manufacturer Izod,93.00,89.00,1005
Dress socks,Petite,Izod,A Dress socks by manufacturer Izod,93.00,89.00,1005
Dress socks,Small,Izod,A Dress socks by manufacturer Izod,93.00,89.00,1005
Dress socks,X-Large,Izod,A Dress socks by manufacturer Izod,93.00,89.00,1005
Beach sling,Kids,Acrylick,A Beach sling by manufacturer Acrylick,30.00,6.00,1005
Beach sling,Large,Acrylick,A Beach sling by manufacturer Acrylick,30.00,6.00,1005
Beach sling,Medium,Acrylick,A Beach sling by manufacturer Acrylick,30.00,6.00,1005
Beach sling,Petite,Acrylick,A Beach sling by manufacturer Acrylick,30.00,6.00,1005
Beach sling,Small,Acrylick,A Beach sling by manufacturer Acrylick,30.00,6.00,1005
Beach sling,X-Large,Acrylick,A Beach sling by manufacturer Acrylick,30.00,6.00,1005
Beach sling,Kids,Nununu,A Beach sling by manufacturer Nununu,79.00,6.00,1003
Beach sling,Large,Nununu,A Beach sling by manufacturer Nununu,79.00,6.00,1003
Beach sling,Medium,Nununu,A Beach sling by manufacturer Nununu,79.00,6.00,1003
Beach sling,Petite,Nununu,A Beach sling by manufacturer Nununu,79.00,6.00,1003
Beach sling,Small,Nununu,A Beach sling by manufacturer Nununu,79.00,6.00,1003
Beach sling,X-Large,Nununu,A Beach sling by manufacturer Nununu,79.00,6.00,1003
Yoga skort,Kids,Armani,A Yoga skort by manufacturer Armani,51.00,35.00,1004
Yoga skort,Large,Armani,A Yoga skort by manufacturer Armani,51.00,35.00,1004
Yoga skort,Medium,Armani,A Yoga skort by manufacturer Armani,51.00,35.00,1004
Yoga skort,Petite,Armani,A Yoga skort by manufacturer Armani,51.00,35.00,1004
Yoga skort,Small,Armani,A Yoga skort by manufacturer Armani,51.00,35.00,1004
Yoga skort,X-Large,Armani,A Yoga skort by manufacturer Armani,51.00,35.00,1004
Yoga skort,Kids,Adidas,A Yoga skort by manufacturer Adidas,19.00,54.00,1000
Yoga skort,Large,Adidas,A Yoga skort by manufacturer Adidas,19.00,54.00,1000
Yoga skort,Medium,Adidas,A Yoga skort by manufacturer Adidas,19.00,54.00,1000
Yoga skort,Petite,Adidas,A Yoga skort by manufacturer Adidas,19.00,54.00,1000
Yoga skort,Small,Adidas,A Yoga skort by manufacturer Adidas,19.00,54.00,1000
Yoga skort,X-Large,Adidas,A Yoga skort by manufacturer Adidas,19.00,54.00,1000
Rain jacket,Kids,Izod,A Rain jacket by manufacturer Izod,91.00,59.00,1001
Rain jacket,Large,Izod,A Rain jacket by manufacturer Izod,91.00,59.00,1001
Rain jacket,Medium,Izod,A Rain jacket by manufacturer Izod,91.00,59.00,1001
Rain jacket,Petite,Izod,A Rain jacket by manufacturer Izod,91.00,59.00,1001
Rain jacket,Small,Izod,A Rain jacket by manufacturer Izod,91.00,59.00,1001
Rain jacket,X-Large,Izod,A Rain jacket by manufacturer Izod,91.00,59.00,1001
Sport briefs,Kids,Nununu,A Sport briefs by manufacturer Nununu,9.00,58.00,1001
Sport briefs,Large,Nununu,A Sport briefs by manufacturer Nununu,9.00,58.00,1001
Sport briefs,Medium,Nununu,A Sport briefs by manufacturer Nununu,9.00,58.00,1001
Sport briefs,Petite,Nununu,A Sport briefs by manufacturer Nununu,9.00,58.00,1001
Sport briefs,Small,Nununu,A Sport briefs by manufacturer Nununu,9.00,58.00,1001
Sport briefs,X-Large,Nununu,A Sport briefs by manufacturer Nununu,9.00,58.00,1001
Bike short,Kids,Hugo Boss,A Bike short by manufacturer Hugo Boss,33.00,3.00,1005
Bike short,Large,Hugo Boss,A Bike short by manufacturer Hugo Boss,33.00,3.00,1005
Bike short,Medium,Hugo Boss,A Bike short by manufacturer Hugo Boss,33.00,3.00,1005
Bike short,Petite,Hugo Boss,A Bike short by manufacturer Hugo Boss,33.00,3.00,1005
Bike short,Small,Hugo Boss,A Bike short by manufacturer Hugo Boss,33.00,3.00,1005
Bike short,X-Large,Hugo Boss,A Bike short by manufacturer Hugo Boss,33.00,3.00,1005
Dress socks,Kids,Izod,A Dress socks by manufacturer Izod,66.00,75.00,1003
Dress socks,Large,Izod,A Dress socks by manufacturer Izod,66.00,75.00,1003
Dress socks,Medium,Izod,A Dress socks by manufacturer Izod,66.00,75.00,1003
Dress socks,Petite,Izod,A Dress socks by manufacturer Izod,66.00,75.00,1003
Dress socks,Small,Izod,A Dress socks by manufacturer Izod,66.00,75.00,1003
Dress socks,X-Large,Izod,A Dress socks by manufacturer Izod,66.00,75.00,1003
Beach sling,Kids,Bellerose,A Beach sling by manufacturer Bellerose,43.00,55.00,1005
Beach sling,Large,Bellerose,A Beach sling by manufacturer Bellerose,43.00,55.00,1005
Beach sling,Medium,Bellerose,A Beach sling by manufacturer Bellerose,43.00,55.00,1005
Beach sling,Petite,Bellerose,A Beach sling by manufacturer Bellerose,43.00,55.00,1005
Beach sling,Small,Bellerose,A Beach sling by manufacturer Bellerose,43.00,55.00,1005
Beach sling,X-Large,Bellerose,A Beach sling by manufacturer Bellerose,43.00,55.00,1005
