customer_id,age_range,marital_status,family_size,no_of_children,income_bracket,gender,mean_discount_used_by_cust,unique_items_bought_by_cust,mean_selling_price_paid_by_cust,mean_quantity_bought_by_cust,total_discount_used_by_cust,total_coupons_used_by_cust,total_price_paid_by_cust,total_quantity_bought_by_cust
901,26-35,Married,3,1,2,M,-1.79,979,89.81,1.0,-2661.66,107,133364.64,1485
902,46-55,Single,1,0,1,M,0.0,282,121.21,1.0,0.0,0,41090.53,339
903,36-45,Married,2,0,4,M,-1.1,295,89.66,1.07,-432.78,16,35145.08,421
904,36-45,Married,2,0,9,M,0.0,169,126.9,1.01,0.0,0,46573.42,370
905,36-45,Married,2,0,1,F,-0.37,535,125.81,1.0,-293.86,5,99892.69,794
906,56-70,Single,1,0,4,F,-2.49,327,103.62,1.01,-1326.95,40,55124.42,539
907,36-45,Married,4,2,8,M,-1.89,71,127.91,1.0,-151.38,3,10232.46,80
908,46-55,Married,2,0,2,F,0.0,105,154.14,1.0,0.0,0,31906.65,208
909,46-55,Married,5,3,8,F,-3.35,685,110.45,1.09,-3107.09,99,102383.61,1013
910,46-55,Married,3,1,3,M,0.0,260,44.91,1.01,0.0,0,32563.23,730
911,46-55,Married,3,1,8,M,-0.38,2073,117.1,1.0,-1352.4,49,421577.36,3617
912,70+,Married,2,0,6,F,-1.11,356,102.56,1.07,-625.89,19,57841.33,604
913,36-45,Married,3,1,6,M,0.0,347,95.09,1.0,0.0,0,46595.02,490
914,46-55,Single,1,0,6,F,-0.83,408,93.8,1.04,-438.29,16,49242.72,546
915,26-35,Married,2,0,5,M,-0.03,505,113.18,1.0,-17.81,1,80017.64,707
916,26-35,Married,2,0,5,F,-1.05,439,116.73,1.03,-585.04,23,65019.74,574
917,36-45,Married,2,0,3,F,-0.08,568,84.12,1.08,-71.24,2,79657.15,1026
918,26-35,Married,2,0,5,F,-0.21,610,95.39,1.01,-216.93,5,97774.06,1032
919,26-35,Single,2,1,8,M,-4.4,360,108.19,1.14,-2554.65,13,62752.55,661
920,36-45,Single,3,1,5,M,-0.13,414,105.12,1.01,-71.24,2,58759.78,564
921,36-45,Married,4,2,5,M,-0.07,211,61.15,1.01,-35.62,1,31918.77,527
922,70+,Married,2,0,6,F,-0.02,524,113.54,1.04,-17.81,1,101727.53,936
923,46-55,Single,1,0,4,F,-0.12,255,108.41,1.05,-35.62,1,31981.1,309
924,56-70,Married,4,2,7,M,-0.02,627,110.45,1.0,-17.81,1,91120.86,825
925,36-45,Single,1,0,5,M,0.0,276,106.91,1.0,0.0,0,46933.63,439
926,26-35,Single,1,0,5,F,-0.2,709,110.94,1.06,-403.02,16,220207.61,2099
927,36-45,Married,5,3,7,F,0.0,560,122.39,1.2,0.0,0,144907.44,1415
928,46-55,Single,1,0,2,F,-0.4,1041,92.04,1.01,-768.66,22,177089.11,1945
929,18-25,Single,1,0,4,F,-0.14,460,87.81,1.03,-84.58,4,51366.98,600
930,18-25,Single,1,0,1,F,-0.06,775,84.57,1.03,-70.52,2,92180.87,1118
931,18-25,Married,2,0,4,M,-1.26,559,89.63,1.0,-933.83,56,66324.68,740
932,36-45,Single,1,0,5,M,-0.64,232,154.04,1.0,-195.73,6,47291.58,307
933,26-35,Married,2,0,5,M,-1.08,477,94.47,1.01,-715.35,17,62445.4,665
934,36-45,Married,2,0,4,F,-0.13,1368,95.98,1.04,-390.93,13,300022.11,3253
935,18-25,Married,2,0,4,M,-0.11,547,116.61,1.07,-89.05,1,97018.23,888
936,70+,Married,2,0,4,M,-0.06,476,111.19,1.0,-60.55,3,114863.9,1033
937,70+,Married,2,0,2,M,-0.35,223,91.99,1.0,-89.05,1,23641.03,257
938,46-55,Married,2,0,9,M,-0.42,157,108.0,1.0,-77.47,3,20087.37,186
939,70+,Single,1,0,3,F,0.0,396,80.29,1.0,0.0,0,53716.44,669
940,26-35,Single,1,0,5,M,0.0,363,58.63,1.0,0.0,0,35940.71,613
941,56-70,Married,2,0,2,M,-0.45,224,100.69,1.01,-147.67,6,33127.65,332
942,46-55,Married,2,0,12,F,-0.03,655,109.57,1.13,-35.62,1,132905.05,1367
943,46-55,Married,2,0,4,M,-0.14,419,107.26,1.0,-81.92,3,61569.54,574
944,46-55,Single,1,0,3,F,-0.32,424,98.08,1.0,-276.06,10,83862.28,855
945,26-35,Married,2,0,5,M,0.0,263,84.43,1.0,0.0,0,52937.33,627
946,56-70,Married,2,0,9,F,-1.05,150,118.43,1.12,-225.15,9,25461.89,240
947,46-55,Married,2,0,5,F,-0.17,478,131.23,1.13,-163.25,3,124147.03,1066
948,46-55,Married,2,0,11,M,-0.11,962,66.6,1.03,-270.71,7,164044.66,2525
949,46-55,Single,1,0,1,F,-0.08,455,103.58,1.0,-64.11,2,78517.34,758
950,36-45,Married,2,0,5,M,-0.28,284,90.85,1.11,-89.05,3,29345.69,359
951,26-35,Single,1,0,2,F,-0.46,715,115.26,1.0,-455.04,22,113989.02,989
952,46-55,Married,4,2,5,F,-0.52,519,99.34,1.01,-365.63,7,69540.68,709
953,70+,Single,3,2,1,M,0.0,205,114.12,1.0,0.0,0,26817.69,236
954,36-45,Single,1,0,3,F,-0.21,439,79.89,1.22,-130.62,8,49054.31,751
955,46-55,Married,2,0,4,F,-2.96,340,105.35,1.07,-1497.65,48,53305.19,540
956,36-45,Married,5,3,3,F,0.0,484,79.5,1.0,0.0,0,66622.78,838
957,26-35,Married,2,0,5,M,-0.06,1104,112.72,1.13,-142.48,3,249459.6,2498
958,36-45,Single,1,0,8,F,-0.1,1146,96.71,1.03,-159.75,3,153960.61,1645
959,46-55,Single,1,0,5,F,-1.31,851,101.66,1.07,-2296.33,87,177907.36,1864
960,36-45,Single,1,0,9,F,0.0,107,113.54,1.05,0.0,0,17938.64,166
961,36-45,Married,2,0,4,M,-0.52,230,119.51,1.08,-188.73,8,43143.99,391
962,26-35,Married,3,1,6,M,-0.68,585,102.02,1.09,-925.42,42,138740.74,1489
963,46-55,Single,1,0,4,F,-0.03,808,91.69,1.01,-53.43,2,141024.46,1547
964,46-55,Single,1,0,5,F,-0.28,785,114.83,1.07,-329.12,10,133207.0,1245
965,18-25,Married,3,1,4,F,0.0,423,91.54,1.05,0.0,0,50162.64,578
966,46-55,Married,4,2,2,M,-0.02,535,77.83,1.0,-17.81,1,68027.54,874
967,36-45,Single,1,0,5,M,-1.45,658,117.49,1.0,-1979.65,81,160022.32,1366
968,26-35,Married,5,3,4,F,-0.7,265,116.98,1.0,-267.15,3,44685.72,382
969,46-55,Married,2,0,3,M,0.0,446,96.53,1.03,0.0,0,63321.73,678
970,46-55,Married,2,0,4,F,-0.29,534,109.5,1.01,-226.18,8,86397.85,796
971,26-35,Married,3,1,4,F,-0.15,615,71.23,1.0,-160.3,9,75072.18,1057
972,56-70,Single,1,0,4,M,-0.66,92,65.98,1.28,-159.94,5,16099.53,313
973,46-55,Single,1,0,4,M,-0.15,579,86.44,1.0,-142.48,6,82288.34,954
974,46-55,Single,1,0,2,M,-1.11,269,83.45,1.04,-417.34,17,31377.25,391
975,36-45,Single,2,1,4,M,0.0,162,88.54,1.0,0.0,0,18594.09,210
976,46-55,Married,2,0,5,F,-0.26,328,94.06,1.0,-110.42,5,40163.5,427
977,46-55,Married,2,0,4,M,-0.94,585,76.19,1.0,-924.1,47,75273.91,988
978,26-35,Married,4,2,7,F,-0.19,536,96.26,1.12,-217.88,11,108965.32,1263
979,56-70,Married,2,0,7,F,-0.05,529,135.55,1.0,-35.62,1,101118.3,746
980,46-55,Married,3,1,6,F,0.0,436,123.73,1.01,0.0,0,72753.68,595
981,36-45,Married,2,0,6,F,-0.21,638,132.82,1.06,-212.82,7,134674.89,1071
982,46-55,Single,1,0,2,M,-0.04,294,66.9,1.0,-19.59,1,35054.54,524
983,56-70,Single,1,0,4,F,-0.37,513,119.64,1.0,-267.14,7,86617.84,724
984,46-55,Married,3,1,4,F,-0.02,295,76.3,1.0,-8.9,1,31204.91,409
985,36-45,Married,2,0,6,F,-0.38,242,110.93,1.04,-106.5,2,31505.18,296
986,26-35,Married,5,3,4,M,-0.2,277,89.45,1.01,-71.24,2,31396.53,353
987,56-70,Married,2,0,5,M,-0.11,628,96.59,1.0,-106.86,1,93404.46,971
988,46-55,Married,2,0,2,F,-0.06,431,75.25,1.01,-37.4,2,50944.65,684
989,56-70,Married,2,0,5,M,-0.09,1057,112.57,1.08,-187.0,6,227385.4,2190
990,18-25,Single,2,1,5,M,-0.02,296,49.34,1.0,-14.25,1,28173.59,573
991,26-35,Married,3,1,3,F,-0.52,131,131.52,1.0,-71.24,1,18018.2,137
992,26-35,Married,3,1,5,F,0.0,364,98.19,1.01,0.0,0,48703.68,500
993,46-55,Married,3,1,6,F,-0.03,555,133.25,1.06,-32.94,2,138842.33,1109
994,46-55,Single,1,0,9,M,-0.09,899,137.28,1.06,-107.75,4,159521.57,1227
995,56-70,Single,1,0,5,M,0.0,182,105.81,1.0,0.0,0,38619.32,365
996,70+,Married,3,1,4,F,-0.74,121,80.94,1.05,-101.52,4,11169.86,145
997,36-45,Single,1,0,5,F,-0.16,687,104.89,1.0,-178.1,5,115377.83,1102
998,36-45,Single,1,0,6,M,-0.25,702,115.09,1.0,-323.95,15,146623.77,1274
999,26-35,Single,1,0,3,M,-1.25,423,95.77,1.05,-828.45,31,63594.41,695
1000,36-45,Married,2,0,6,F,-0.15,179,127.97,1.08,-35.62,2,29946.05,252
1001,36-45,Married,3,1,5,F,-0.42,320,103.99,1.0,-170.07,9,41805.57,402
1002,26-35,Single,1,0,5,M,-0.22,351,94.02,1.02,-89.05,1,38924.4,424
1003,46-55,Single,1,0,5,M,-0.09,545,118.64,1.08,-89.05,2,111399.74,1012
1004,46-55,Married,2,0,6,M,-0.07,1196,99.66,1.02,-129.42,6,180885.05,1855
1005,70+,Single,1,0,2,F,-0.09,913,75.32,1.0,-142.48,2,125099.06,1661
1006,46-55,Married,2,0,7,M,-0.09,374,94.31,1.0,-35.62,1,39234.86,416
1007,46-55,Single,1,0,4,M,-0.03,917,108.3,1.0,-39.18,2,140360.3,1296
1008,36-45,Married,2,0,4,M,0.0,100,77.53,1.0,0.0,0,15428.28,199
1009,36-45,Married,2,0,1,F,-5.39,255,78.73,1.0,-1520.64,70,22200.82,282
1010,46-55,Single,1,0,8,M,-1.15,112,119.18,1.0,-418.54,20,43263.49,363
1011,46-55,Married,5,3,8,F,-0.42,1134,109.11,1.1,-1618.52,70,421369.11,4253
1012,36-45,Married,5,3,4,M,-0.15,617,108.23,1.0,-158.51,4,116780.7,1079
1013,46-55,Married,3,1,6,M,-0.42,193,105.15,1.0,-92.62,6,22922.56,219
1014,46-55,Married,2,0,6,F,0.0,512,96.65,1.0,0.0,0,90073.64,934
1015,36-45,Married,2,0,6,F,-3.2,405,112.93,1.1,-2135.95,102,75437.48,735
1016,46-55,Married,2,0,6,F,-0.08,412,111.38,1.14,-44.52,2,62486.71,639
1017,26-35,Married,5,3,4,F,-0.17,1113,87.85,1.05,-307.22,11,160686.26,1915
1018,26-35,Married,4,2,6,F,-0.2,399,98.9,1.0,-104.18,7,52416.29,530
1019,46-55,Single,1,0,5,F,-0.02,435,103.3,1.03,-17.81,1,74166.4,739
1020,46-55,Married,3,1,8,M,0.0,161,99.29,1.0,0.0,0,24127.03,243
1021,26-35,Single,1,0,4,F,-0.12,209,111.59,1.11,-35.62,1,32250.62,321
1022,26-35,Married,5,3,5,M,-0.55,423,141.87,1.0,-577.75,24,147828.33,1042
1023,18-25,Single,4,3,1,F,-0.15,1230,75.15,1.0,-398.94,11,205622.55,2738
1024,46-55,Single,1,0,7,M,0.0,222,111.05,1.07,0.0,0,39977.67,384
1025,46-55,Married,2,0,5,M,-1.54,1051,98.53,1.02,-2984.9,138,191434.34,1989
1026,26-35,Married,5,3,4,M,-0.11,614,84.95,1.0,-135.34,7,107629.22,1268
1027,26-35,Single,1,0,5,F,0.0,407,82.45,1.0,0.0,0,51285.96,622
1028,46-55,Single,2,1,5,M,-0.12,469,122.65,1.08,-94.4,4,95055.68,838
1029,18-25,Single,1,0,1,F,-0.29,251,78.12,1.0,-131.2,7,34996.98,449
1030,46-55,Single,1,0,5,M,0.0,110,187.18,1.0,0.0,0,37997.8,203
1031,36-45,Single,1,0,2,M,-2.02,552,92.43,1.09,-1632.78,47,74681.98,880
1032,26-35,Single,1,0,4,M,-0.12,235,116.12,1.0,-35.62,1,35882.3,309
1033,36-45,Single,1,0,1,M,-0.21,1596,96.43,1.06,-589.15,15,271549.46,2985
1034,46-55,Married,2,0,5,M,0.0,398,88.02,1.0,0.0,0,48232.84,548
1035,36-45,Married,2,0,4,F,-0.23,319,98.02,1.01,-89.05,1,37249.03,383
1036,36-45,Married,2,0,9,M,-0.08,871,115.38,1.0,-124.67,2,179880.33,1559
1037,18-25,Married,2,0,4,M,0.0,121,68.54,1.39,0.0,0,12405.47,252
1038,46-55,Single,1,0,5,F,0.0,112,142.98,1.01,0.0,0,27738.26,195
1039,26-35,Single,1,0,5,F,-0.37,157,104.18,1.0,-67.08,3,18855.91,181
1040,46-55,Married,4,2,1,M,0.0,316,110.35,1.07,0.0,0,40386.41,390
1041,26-35,Married,2,0,6,F,-0.03,306,92.92,1.0,-12.47,1,34658.19,373
1042,46-55,Married,5,3,4,F,-0.48,297,82.11,1.0,-172.16,3,29641.51,361
1043,70+,Married,2,0,5,F,-0.37,718,99.41,1.05,-382.54,10,103285.09,1095
1044,18-25,Single,1,0,3,F,-0.98,729,103.84,1.01,-1333.7,42,141633.72,1374
1045,36-45,Married,2,0,6,F,-0.08,591,94.56,1.04,-76.58,3,90398.24,997
1046,46-55,Married,2,0,6,F,-0.2,1093,123.4,1.0,-473.15,16,298616.63,2420
1047,46-55,Single,1,0,6,M,-0.06,483,110.15,1.0,-35.62,1,70495.85,642
1048,26-35,Single,2,1,1,F,0.0,322,104.49,1.04,0.0,0,53289.48,528
1049,70+,Married,2,0,6,F,-0.25,225,142.24,1.01,-71.24,3,41106.26,292
1050,56-70,Married,2,0,10,M,-0.19,216,101.08,1.0,-44.52,2,23957.11,237
1051,46-55,Married,2,0,2,M,-0.32,177,82.89,1.01,-81.93,3,21303.96,260
1052,36-45,Single,1,0,5,M,-4.62,522,114.88,1.0,-3979.87,98,99027.94,862
1053,46-55,Single,1,0,5,M,-0.29,208,164.25,1.08,-89.05,1,50918.77,335
1054,36-45,Single,1,0,5,M,0.0,415,75.74,1.01,0.0,0,39084.33,520
1055,26-35,Married,3,1,4,F,-0.12,996,99.22,1.02,-215.5,8,171458.68,1754
1056,36-45,Single,1,0,2,M,-0.86,646,84.66,1.02,-1405.86,46,139018.76,1678
1057,36-45,Single,1,0,3,M,-0.11,240,86.42,1.03,-35.62,1,27482.68,326
1058,46-55,Married,3,1,5,F,0.0,428,111.93,1.0,0.0,0,68613.16,613
1059,46-55,Married,2,0,5,M,-0.1,468,88.01,1.0,-73.02,3,63897.48,726
1060,36-45,Single,1,0,3,M,0.0,398,72.96,1.0,0.0,0,39690.91,546
1061,36-45,Single,1,0,3,F,-0.85,818,103.47,1.0,-1231.29,48,150545.63,1455
1062,46-55,Single,1,0,3,F,-0.11,392,109.91,1.0,-68.12,4,66276.55,603
1063,26-35,Married,3,1,4,M,-1.22,348,97.93,1.02,-603.38,25,48571.58,508
1064,36-45,Married,2,0,9,F,-0.26,950,115.0,1.03,-548.84,12,243574.25,2189
1065,46-55,Married,2,0,9,F,-0.26,398,87.72,1.01,-144.26,5,48332.26,555
1066,56-70,Married,2,0,4,F,-0.39,142,122.36,1.0,-106.85,3,33650.22,275
1067,46-55,Single,1,0,5,M,-0.22,533,114.02,1.01,-209.27,11,110597.4,981
1068,46-55,Married,2,0,2,M,-0.55,935,91.12,1.03,-1079.86,48,177419.11,2015
1069,46-55,Single,1,0,8,F,0.0,135,202.68,1.01,0.0,0,54318.08,272
1070,56-70,Single,1,0,6,F,-3.34,594,112.44,1.1,-3646.57,131,122668.62,1202
1071,46-55,Married,3,1,4,M,-0.14,656,95.51,1.0,-103.3,4,72207.66,757
1072,26-35,Single,1,0,5,M,-0.42,412,79.97,1.01,-218.12,7,41822.23,529
1073,26-35,Married,2,0,6,F,-0.55,582,92.82,1.0,-422.08,18,70913.74,764
1074,18-25,Single,1,0,5,M,0.0,171,117.15,1.0,0.0,0,23547.43,201
1075,26-35,Married,4,2,1,F,-0.05,303,125.75,1.03,-21.38,2,50804.6,418
1076,18-25,Single,1,0,12,M,0.0,608,98.15,1.03,0.0,0,167927.65,1766
1077,26-35,Single,1,0,4,F,0.0,297,87.81,1.0,0.0,0,49610.63,566
1078,26-35,Married,2,0,1,M,-0.4,116,91.35,1.0,-89.05,1,20188.28,221
1079,46-55,Married,2,0,1,F,0.0,317,97.39,1.0,0.0,0,64080.26,658
1080,46-55,Married,2,0,10,F,-0.1,288,126.83,1.01,-35.62,1,45786.64,365
1081,56-70,Single,1,0,3,F,-0.03,351,88.27,1.09,-17.81,1,47668.48,590
1082,56-70,Single,1,0,4,F,-0.58,331,115.65,1.15,-301.86,16,60370.67,599
1083,26-35,Married,4,2,2,M,-0.71,653,85.81,1.0,-720.87,24,87610.29,1021
1084,18-25,Single,2,1,1,F,-0.02,811,85.12,1.0,-27.61,3,133559.26,1573
1085,46-55,Single,1,0,4,M,-0.35,450,79.16,1.06,-248.97,8,56912.61,763
1086,36-45,Married,2,0,1,F,-3.78,506,93.65,1.04,-3061.8,92,75948.49,846
1087,36-45,Married,5,3,7,M,-0.03,486,111.03,1.06,-17.81,1,72499.53,689
1088,46-55,Married,5,3,4,F,-0.26,279,102.37,1.0,-89.05,1,35216.02,344
1089,36-45,Married,5,3,4,F,-0.04,723,81.7,1.0,-47.49,2,89627.15,1097
1090,46-55,Married,2,0,2,F,0.0,204,94.27,1.0,0.0,0,22152.92,235
1091,46-55,Married,5,3,8,M,-0.42,1376,92.92,1.11,-1086.74,32,239362.16,2854
1092,46-55,Married,2,0,5,F,-0.08,307,145.77,1.0,-35.62,1,66764.46,458
1093,46-55,Married,4,2,6,F,-0.55,945,114.63,1.03,-746.53,33,155433.93,1403
1094,46-55,Single,1,0,4,F,-0.05,529,94.77,1.01,-35.62,1,68612.92,731
1095,36-45,Married,3,1,7,M,-0.05,1518,87.68,1.0,-108.64,4,206410.02,2359
1096,46-55,Single,1,0,6,M,0.0,199,87.24,1.01,0.0,0,24514.86,283
1097,36-45,Married,2,0,4,F,-0.05,564,136.57,1.01,-47.2,3,127285.82,938
1098,46-55,Married,2,0,5,F,-0.05,329,95.44,1.0,-35.62,1,65946.41,691
1099,46-55,Married,2,0,3,M,-1.1,324,125.28,1.1,-525.38,23,60009.45,529
1100,46-55,Married,2,0,6,F,-0.59,645,98.27,1.0,-593.07,23,98069.27,998
1101,26-35,Single,2,1,4,F,-0.34,492,85.82,1.0,-286.39,7,73206.51,853
1102,26-35,Single,1,0,5,M,0.0,138,127.76,1.0,0.0,0,20186.87,158
1103,26-35,Married,2,0,4,F,-0.16,819,81.02,1.14,-293.86,8,149963.89,2113
1104,70+,Married,2,0,6,F,-0.14,588,87.3,1.01,-118.44,8,74990.16,871
1105,46-55,Single,1,0,2,F,-0.06,455,119.72,1.07,-35.62,1,69077.26,615
1106,70+,Single,3,2,1,M,-0.3,457,93.27,1.03,-213.72,5,66033.63,730
1107,18-25,Single,2,1,5,M,0.0,272,126.32,1.0,0.0,0,44591.82,353
1108,26-35,Married,5,3,4,F,0.0,285,84.03,1.0,0.0,0,28569.5,340
1109,36-45,Married,2,0,6,F,-0.13,702,123.71,1.04,-178.1,5,175664.84,1482
1110,70+,Single,1,0,7,F,0.0,183,103.03,1.0,0.0,0,36471.21,354
1111,46-55,Single,2,1,7,M,-1.56,305,101.45,1.02,-745.63,25,48592.78,490
1112,46-55,Married,3,1,4,M,-0.2,346,85.17,1.05,-133.57,2,56809.35,698
1113,46-55,Single,3,1,5,F,-0.26,400,80.92,1.0,-142.48,4,44022.1,546
1114,70+,Married,2,0,2,F,-0.26,591,95.99,1.0,-225.0,13,83412.64,870
1115,46-55,Married,2,0,3,F,-1.28,1208,89.86,1.01,-3315.5,98,233018.22,2623
1116,18-25,Single,1,0,4,F,0.0,314,92.42,1.02,0.0,0,46392.75,511
1117,70+,Single,1,0,1,F,-0.26,610,111.1,1.0,-241.31,13,102212.17,920
1118,36-45,Married,5,3,12,F,-0.61,438,92.12,1.0,-346.4,10,52045.72,565
1119,36-45,Married,2,0,10,M,-0.35,403,112.97,1.26,-161.89,4,52982.39,590
1120,46-55,Married,2,0,9,F,-0.03,508,111.59,1.0,-26.71,1,90837.21,814
1121,18-25,Married,3,1,5,F,-0.1,1010,143.09,1.0,-222.26,8,323822.41,2263
1122,70+,Married,2,0,4,M,-0.36,897,112.94,1.09,-520.5,14,163870.05,1584
1123,46-55,Married,2,0,1,F,0.0,553,91.61,1.0,0.0,0,80799.12,885
1124,36-45,Single,2,1,4,M,-0.02,949,102.09,1.01,-35.62,1,152317.03,1505
1125,56-70,Single,1,0,1,F,-0.24,207,118.81,1.0,-71.24,2,35880.54,302
1126,46-55,Single,1,0,7,F,-0.37,295,85.71,1.0,-144.26,5,33596.54,392
1127,36-45,Married,5,3,4,F,-0.03,339,138.17,1.06,-17.81,1,78343.32,600
1128,46-55,Single,1,0,5,F,-0.28,302,121.49,1.02,-106.86,2,45678.63,385
1129,70+,Married,2,0,9,F,-0.66,607,127.33,1.0,-476.95,5,91552.56,721
1130,46-55,Married,2,0,3,F,-0.31,497,93.99,1.04,-198.4,5,59306.21,656
1131,18-25,Single,5,3,1,M,-1.36,707,90.57,1.05,-1226.73,38,81515.56,943
1132,26-35,Married,4,2,5,M,-0.13,205,100.57,1.0,-35.62,2,27353.89,272
1133,46-55,Married,2,0,9,M,0.0,540,96.86,1.01,0.0,0,84171.31,875
1134,36-45,Married,2,0,5,F,-0.04,525,106.08,1.02,-31.16,2,77334.73,740
1135,56-70,Married,2,0,4,M,-0.02,801,85.52,1.0,-17.81,1,83554.71,978
1136,46-55,Married,2,0,6,M,-2.0,957,98.73,1.07,-4036.85,137,199340.79,2151
1137,18-25,Married,4,2,4,F,-0.17,374,104.19,1.0,-102.4,3,61368.24,589
1138,46-55,Married,5,3,5,M,0.0,246,124.02,1.06,0.0,0,45516.46,389
1139,46-55,Single,1,0,1,M,0.0,413,69.74,1.0,0.0,0,39614.35,568
1140,36-45,Married,4,2,7,M,-0.15,722,116.31,1.0,-182.25,9,144694.52,1246
1141,70+,Married,2,0,6,M,-0.41,448,120.38,1.07,-386.48,10,113153.54,1003
1142,56-70,Single,1,0,6,M,-1.93,511,96.01,1.1,-1602.84,71,79689.22,909
1143,46-55,Single,1,0,6,F,-0.18,250,84.36,1.0,-64.11,3,30114.98,357
1144,26-35,Married,5,3,3,M,-1.15,432,105.44,1.0,-648.28,26,59466.92,565
1145,46-55,Married,5,3,8,M,-0.41,560,108.66,1.02,-382.91,10,102362.12,960
1146,46-55,Married,2,0,9,M,-0.31,942,99.36,1.06,-609.99,15,198426.03,2121
1147,36-45,Single,1,0,1,M,0.0,357,110.19,1.04,0.0,0,58950.7,555
1148,36-45,Married,3,1,8,F,-1.17,477,149.31,1.04,-873.74,19,111533.88,780
1149,36-45,Married,2,0,3,F,-0.3,193,59.73,1.0,-178.1,6,34941.06,585
1150,36-45,Single,1,0,4,M,-0.23,70,74.49,1.0,-19.59,1,6480.43,87
1151,46-55,Single,2,1,4,M,-0.2,220,97.43,1.0,-74.8,5,36048.76,370
1152,46-55,Married,3,1,10,F,-0.17,1195,107.89,1.0,-474.28,13,292823.13,2717
1153,46-55,Single,1,0,10,M,-0.22,259,119.26,1.01,-89.05,1,48537.32,412
1154,46-55,Married,3,1,6,M,-0.07,840,121.32,1.02,-129.12,6,229904.66,1936
1155,18-25,Single,3,1,5,F,-1.16,381,89.57,1.0,-670.18,13,51950.05,580
1156,70+,Married,2,0,6,F,-0.03,761,102.08,1.11,-30.28,2,106672.49,1160
1157,36-45,Married,5,3,6,M,-0.21,1402,105.29,1.11,-425.16,15,210580.78,2220
1158,18-25,Married,2,0,2,M,0.0,788,108.68,1.06,0.0,0,140201.64,1370
1159,36-45,Married,2,0,5,F,-1.74,824,93.01,1.0,-1928.11,67,103237.7,1112
1160,46-55,Married,3,1,6,F,-0.08,295,94.07,1.05,-34.35,2,38476.45,430
1161,26-35,Single,1,0,9,M,-1.39,314,114.38,1.0,-760.47,28,62567.49,547
1162,46-55,Married,3,1,5,M,-0.01,243,121.44,1.0,-4.45,1,36431.43,300
1163,36-45,Married,2,0,6,F,-0.52,150,99.05,1.04,-92.26,3,17532.22,184
1164,26-35,Married,4,2,2,F,-0.43,354,89.61,1.0,-191.46,4,39698.58,443
1165,36-45,Married,2,0,4,F,-0.75,313,106.56,1.07,-335.7,10,47630.73,477
1166,46-55,Married,5,3,8,F,-0.13,1083,123.6,1.04,-283.47,13,271916.85,2297
1167,46-55,Single,1,0,5,F,-0.07,585,103.99,1.0,-97.95,4,150676.87,1449
1168,18-25,Married,2,0,4,F,-1.28,639,91.73,1.01,-1084.98,40,77878.3,858
1169,46-55,Single,1,0,3,M,-0.45,429,129.8,1.05,-275.75,10,79696.82,646
1170,36-45,Single,1,0,2,F,-0.12,850,84.01,1.06,-151.38,3,106861.26,1350
1171,46-55,Single,1,0,4,F,0.0,302,115.15,1.0,0.0,0,42490.9,369
1172,70+,Married,2,0,4,F,-0.2,203,71.66,1.0,-189.98,8,68002.28,949
1173,46-55,Married,3,1,8,F,-0.09,203,106.7,1.09,-35.62,1,42467.42,433
1174,46-55,Married,2,0,5,F,-0.15,509,92.19,1.01,-97.95,5,61767.6,674
1175,46-55,Single,1,0,5,F,-1.45,76,113.72,1.0,-178.1,2,13987.26,123
1176,70+,Married,2,0,3,F,-1.57,284,110.34,1.02,-572.92,18,40275.69,374
1177,46-55,Married,2,0,5,M,-0.33,226,118.6,1.0,-89.04,4,31548.39,266
1178,36-45,Married,3,1,4,F,-0.11,696,90.08,1.02,-128.23,3,107739.85,1222
1179,36-45,Married,2,0,7,F,-0.4,421,103.79,1.0,-207.46,11,53556.62,516
1180,18-25,Single,1,0,1,F,-2.36,74,204.43,1.0,-195.91,2,16967.64,83
1181,46-55,Married,2,0,5,M,0.0,528,100.04,1.01,0.0,0,67930.35,686
1182,26-35,Married,3,1,3,M,-0.68,989,128.39,1.0,-1341.92,59,252546.08,1969
1183,26-35,Married,5,3,5,M,-0.05,672,127.01,1.0,-53.43,3,131327.46,1034
1184,46-55,Married,3,1,4,F,-0.21,1874,100.36,1.0,-532.21,16,260236.54,2594
1185,36-45,Married,5,3,7,M,-0.15,271,121.66,1.01,-47.49,2,38445.76,320
1186,26-35,Married,2,0,6,F,-0.02,721,119.54,1.04,-26.71,1,144877.87,1261
1187,26-35,Single,1,0,5,M,-0.63,909,79.15,1.05,-1014.4,35,128373.55,1706
1188,36-45,Married,2,0,5,F,0.0,198,83.37,1.12,0.0,0,25426.51,342
1189,36-45,Married,2,0,5,M,-0.36,342,83.96,1.0,-227.08,4,53316.04,635
1190,56-70,Single,1,0,6,F,0.0,248,133.71,1.0,0.0,0,104295.08,780
1191,46-55,Single,1,0,4,F,-0.16,491,93.24,1.0,-106.86,2,63215.93,680
1192,70+,Single,1,0,2,F,-0.2,938,93.91,1.0,-343.72,10,159740.01,1701
1193,46-55,Single,1,0,1,M,-0.69,418,119.93,1.04,-378.76,19,65964.02,571
1194,36-45,Married,5,3,4,F,-1.05,526,90.59,1.05,-888.7,17,76910.8,888
1195,56-70,Married,2,0,5,F,-0.03,221,141.15,1.0,-8.9,1,39099.25,277
1196,36-45,Married,2,0,4,M,-0.84,150,89.03,1.04,-180.78,8,19051.39,223
